ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
28529,Hungary,"Developer, back-end",10-15,35872.0,4.0,1.0
28530,Brazil,"Developer, full-stack",,13427.0,,1.0
28531,United States of America,"Developer, embedded applications or devices",,120000.0,,0.0
28532,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,0.0
28533,United States of America,"Developer, full-stack",,,,1.0
28534,Ukraine,"Developer, front-end",5-10,,3.0,0.0
28535,India,"Developer, back-end",5-10,21534.0,3.0,1.0
28536,France,Engineering manager,,,,0.0
28537,Netherlands,"Developer, full-stack",,,,0.0
28538,United States of America,Data or business analyst,,105000.0,,0.0
28539,Ukraine,"Developer, mobile",,,,0.0
28540,United States of America,"Developer, back-end",10-15,200000.0,4.0,0.0
28541,Russian Federation,System administrator,20-30,19903.0,6.0,0.0
28542,Mauritania,"Developer, full-stack",,9123.0,,1.0
28543,Ukraine,"Developer, back-end",15-20,,5.0,1.0
28544,Argentina,"Developer, full-stack",5-10,5155.0,3.0,1.0
28545,Germany,"Developer, QA or test",,,,0.0
28546,Russian Federation,Other (please specify):,5-10,,3.0,1.0
28547,Germany,Student,1-3,15466.0,1.0,0.0
28548,United States of America,"Senior Executive (C-Suite, VP, etc.)",,120000.0,,0.0
28549,Germany,System administrator,,,,1.0
28550,France,Student,,,,1.0
28551,Argentina,Research & Development role,,,,0.0
28552,Brazil,"Developer, mobile",5-10,18649.0,3.0,1.0
28553,United Kingdom of Great Britain and Northern Ireland,"Senior Executive (C-Suite, VP, etc.)",15-20,76433.0,5.0,1.0
28554,Dominican Republic,"Developer, full-stack",,5051.0,,1.0
28555,United States of America,Data scientist or machine learning specialist,,100000.0,,1.0
28556,Israel,Engineering manager,,80953.0,,0.0
28557,Poland,"Developer, back-end",10-15,98986.0,4.0,0.0
28558,United States of America,Research & Development role,,,,1.0
28559,Afghanistan,"Developer, embedded applications or devices",,,,1.0
28560,Canada,"Developer, full-stack",,75601.0,,1.0
28561,United States of America,"Developer, back-end",20-30,148000.0,6.0,0.0
28562,Ukraine,"Developer, front-end",10-15,,4.0,1.0
28563,Canada,"Developer, full-stack",20-30,,6.0,1.0
28564,India,Security professional,3-5,3589.0,2.0,1.0
28565,Germany,"Developer, full-stack",,53703.0,,1.0
28566,Nigeria,"Developer, full-stack",3-5,,2.0,1.0
28567,United States of America,"Developer, full-stack",,,,0.0
28568,Portugal,"Developer, full-stack",,,,0.0
28569,United States of America,Data scientist or machine learning specialist,,,,1.0
28570,United States of America,Research & Development role,3-5,150000.0,2.0,1.0
28571,Canada,Student,,,,0.0
28572,Italy,"Developer, full-stack",,,,1.0
28573,Qatar,Data engineer,5-10,68658.0,3.0,1.0
28574,Switzerland,"Developer, full-stack",5-10,,3.0,0.0
28575,Canada,"Developer, full-stack",,40345.0,,0.0
28576,Croatia,"Developer, full-stack",,46185.0,,1.0
28577,Czech Republic,Other (please specify):,5-10,,3.0,1.0
28578,United States of America,"Developer, full-stack",20-30,93000.0,6.0,1.0
28579,United States of America,Academic researcher,,,,1.0
28580,United States of America,Engineering manager,10-15,140000.0,4.0,1.0
28581,Canada,Other (please specify):,30+,,7.0,1.0
28582,Sweden,Data scientist or machine learning specialist,,,,1.0
28583,United States of America,Product manager,,,,0.0
28584,Greece,"Developer, full-stack",,,,1.0
28585,Nigeria,Data or business analyst,1-3,,1.0,1.0
28586,United States of America,"Developer, embedded applications or devices",,73000.0,,0.0
28587,Hungary,"Developer, back-end",,65221.0,,1.0
28588,Pakistan,,,,,1.0
28589,Costa Rica,"Developer, front-end",,,,0.0
28590,Germany,"Developer, full-stack",1-3,42962.0,1.0,1.0
28591,Canada,Engineering manager,10-15,,4.0,1.0
28592,France,"Developer, full-stack",15-20,128887.0,5.0,0.0
28593,United States of America,"Developer, embedded applications or devices",30+,175000.0,7.0,0.0
28594,Netherlands,"Developer, full-stack",,65185.0,,0.0
28595,United Kingdom of Great Britain and Northern Ireland,Data or business analyst,,,,0.0
28596,Germany,Engineering manager,5-10,,3.0,1.0
28597,Poland,"Developer, desktop or enterprise applications",10-15,86613.0,4.0,1.0
28598,Georgia,"Developer, full-stack",5-10,35308.0,3.0,1.0
28599,United States of America,"Developer, full-stack",10-15,195000.0,4.0,0.0
28600,Germany,Academic researcher,1-3,53703.0,1.0,0.0
28601,United States of America,Engineering manager,,107000.0,,1.0
28602,Nigeria,"Developer, full-stack",5-10,,3.0,1.0
28603,Romania,"Developer, back-end",5-10,59553.0,3.0,1.0
28604,Bosnia and Herzegovina,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
28605,United States of America,"Developer, embedded applications or devices",5-10,116000.0,3.0,0.0
28606,United States of America,"Developer, full-stack",,,,1.0
28607,France,"Developer, back-end",,,,0.0
28608,United States of America,"Developer, full-stack",3-5,60000.0,2.0,1.0
28609,Paraguay,"Developer, back-end",,,,1.0
28610,United States of America,Data or business analyst,,125000.0,,1.0
28611,United States of America,"Developer, back-end",20-30,,6.0,1.0
28612,United States of America,"Developer, full-stack",5-10,210000.0,3.0,1.0
28613,United States of America,Student,,,,0.0
28614,Germany,"Developer, back-end",,,,1.0
28615,United States of America,"Developer, back-end",20-30,200000.0,6.0,1.0
28616,New Zealand,"Developer, full-stack",10-15,79894.0,4.0,1.0
28617,India,DevOps specialist,5-10,,3.0,0.0
28618,Serbia,"Developer, full-stack",,53703.0,,1.0
28619,United States of America,"Developer, back-end",10-15,,4.0,1.0
28620,Nigeria,"Developer, front-end",,,,1.0
28621,United States of America,Student,,,,1.0
28622,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",,127388.0,,1.0
28623,Mexico,Other (please specify):,,30023.0,,0.0
28624,United States of America,Research & Development role,15-20,,5.0,1.0
28625,Thailand,"Developer, full-stack",10-15,,4.0,1.0
28626,United States of America,"Developer, back-end",1-3,,1.0,1.0
28627,Spain,"Developer, mobile",20-30,107406.0,6.0,1.0
28628,United States of America,"Developer, game or graphics",,,,0.0
28629,Israel,"Developer, full-stack",1-3,58286.0,1.0,1.0
28630,Bosnia and Herzegovina,"Developer, full-stack",,,,0.0
28631,Brazil,"Developer, full-stack",1-3,,1.0,1.0
28632,United States of America,Educator,,87000.0,,1.0
28633,United States of America,Cloud infrastructure engineer,15-20,,5.0,1.0
28634,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,99363.0,,0.0
28635,Bosnia and Herzegovina,"Developer, mobile",5-10,13161.0,3.0,1.0
28636,United States of America,Cloud infrastructure engineer,,,,1.0
28637,Russian Federation,"Developer, desktop or enterprise applications",,,,0.0
28638,United Kingdom of Great Britain and Northern Ireland,System administrator,20-30,48407.0,6.0,0.0
28639,United States of America,"Developer, full-stack",,95000.0,,0.0
28640,United States of America,"Developer, full-stack",,,,1.0
28641,Brazil,"Developer, full-stack",5-10,24616.0,3.0,0.0
28642,Mexico,"Developer, full-stack",,7763.0,,1.0
28643,Brazil,"Developer, desktop or enterprise applications",,51470.0,,1.0
28644,Brazil,Database administrator,20-30,46622.0,6.0,0.0
28645,United States of America,Academic researcher,,60000.0,,1.0
28646,United Kingdom of Great Britain and Northern Ireland,Security professional,20-30,,6.0,0.0
28647,Australia,Student,,,,0.0
28648,United States of America,Student,,,,0.0
28649,United States of America,Other (please specify):,15-20,166200.0,5.0,0.0
28650,United States of America,Educator,,80000.0,,1.0
28651,United States of America,"Developer, full-stack",15-20,210000.0,5.0,1.0
28652,United States of America,"Developer, back-end",20-30,,6.0,1.0
28653,Brazil,Engineering manager,15-20,,5.0,0.0
28654,United States of America,"Developer, full-stack",,,,1.0
28655,Poland,"Developer, embedded applications or devices",1-3,10394.0,1.0,1.0
28656,United States of America,,,,,0.0
28657,United States of America,"Developer, full-stack",5-10,69000.0,3.0,1.0
28658,Morocco,"Developer, full-stack",,,,0.0
28659,United States of America,"Senior Executive (C-Suite, VP, etc.)",10-15,,4.0,1.0
28660,United States of America,Other (please specify):,,,,1.0
28661,Russian Federation,"Developer, desktop or enterprise applications",,,,0.0
28662,United States of America,"Developer, full-stack",,193000.0,,1.0
28663,Australia,Engineering manager,,118919.0,,1.0
28664,United States of America,"Developer, full-stack",20-30,,6.0,1.0
28665,United States of America,"Developer, full-stack",20-30,,6.0,1.0
28666,Maldives,"Developer, desktop or enterprise applications",,,,0.0
28667,Canada,Data scientist or machine learning specialist,3-5,94501.0,2.0,1.0
28668,"Iran, Islamic Republic of...","Developer, full-stack",15-20,76982.0,5.0,1.0
28669,Costa Rica,Data engineer,20-30,,6.0,1.0
28670,New Zealand,Educator,30+,42405.0,7.0,0.0
28671,United States of America,Data engineer,,,,1.0
28672,United States of America,"Developer, full-stack",15-20,90000.0,5.0,1.0
28673,Ghana,Student,,,,1.0
28674,Ukraine,"Developer, full-stack",,,,0.0
28675,France,"Developer, back-end",3-5,53703.0,2.0,0.0
28676,Singapore,Student,,,,1.0
28677,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,1.0
28678,Australia,Engineering manager,,,,1.0
28679,United States of America,"Developer, full-stack",3-5,8000.0,2.0,0.0
28680,United States of America,Academic researcher,3-5,40000.0,2.0,1.0
28681,Mexico,Project manager,,130000.0,,1.0
28682,United States of America,Other (please specify):,,,,0.0
28683,New Zealand,"Developer, full-stack",10-15,61457.0,4.0,1.0
28684,Brazil,"Developer, back-end",1-3,7832.0,1.0,1.0
28685,United States of America,System administrator,,,,1.0
28686,United States of America,"Developer, front-end",,,,1.0
28687,United States of America,"Developer, back-end",15-20,200000.0,5.0,1.0
28688,Australia,"Developer, full-stack",15-20,110000.0,5.0,1.0
28689,United States of America,Student,,,,1.0
28690,United States of America,,,,,0.0
28691,Peru,Project manager,,,,1.0
28692,United States of America,"Developer, full-stack",,,,1.0
28693,Australia,"Developer, back-end",,,,1.0
28694,Argentina,Educator,,,,0.0
28695,United States of America,"Developer, full-stack",20-30,158000.0,6.0,1.0
28696,Republic of Korea,"Developer, embedded applications or devices",,,,1.0
28697,United States of America,"Developer, desktop or enterprise applications",,60000.0,,1.0
28698,United States of America,"Senior Executive (C-Suite, VP, etc.)",20-30,200000.0,6.0,1.0
28699,Brazil,"Developer, back-end",15-20,37297.0,5.0,1.0
28700,India,"Developer, full-stack",1-3,,1.0,0.0
28701,Iraq,,,,,1.0
28702,Mexico,"Developer, full-stack",,,,1.0
28703,Canada,DevOps specialist,,65424.0,,1.0
28704,India,"Developer, QA or test",,,,1.0
28705,Honduras,Database administrator,30+,,7.0,1.0
28706,United States of America,Student,1-3,,1.0,1.0
28707,United States of America,"Developer, full-stack",,,,1.0
28708,South Korea,"Developer, back-end",5-10,,3.0,0.0
28709,Brazil,"Developer, full-stack",3-5,10257.0,2.0,1.0
28710,United States of America,"Developer, full-stack",3-5,,2.0,0.0
28711,Indonesia,"Developer, front-end",<1,,0.0,1.0
28712,Australia,"Developer, full-stack",,79279.0,,1.0
28713,New Zealand,Student,,,,0.0
28714,United States of America,Student,,,,0.0
28715,United States of America,Student,,,,1.0
28716,Taiwan,"Developer, full-stack",3-5,,2.0,1.0
28717,Canada,Engineering manager,20-30,94501.0,6.0,0.0
28718,Canada,"Developer, back-end",,27562.0,,1.0
28719,United States of America,"Developer, back-end",,80250.0,,1.0
28720,Australia,"Developer, full-stack",5-10,79279.0,3.0,0.0
28721,Canada,Designer,10-15,89412.0,4.0,1.0
28722,Australia,"Developer, front-end",,49549.0,,0.0
28723,New Zealand,"Developer, full-stack",20-30,61457.0,6.0,1.0
28724,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",5-10,,3.0,0.0
28725,Nigeria,"Developer, back-end",5-10,,3.0,1.0
28726,Kenya,"Developer, full-stack",,,,1.0
28727,United States of America,"Developer, full-stack",10-15,150000.0,4.0,0.0
28728,United States of America,Student,,,,1.0
28729,Brazil,"Developer, full-stack",,17903.0,,1.0
28730,Hong Kong (S.A.R.),"Developer, desktop or enterprise applications",10-15,76796.0,4.0,1.0
28731,Mexico,"Developer, full-stack",5-10,,3.0,1.0
28732,United States of America,"Developer, desktop or enterprise applications",,56000.0,,0.0
28733,Hong Kong (S.A.R.),"Developer, full-stack",3-5,53117.0,2.0,1.0
28734,United Kingdom of Great Britain and Northern Ireland,Blockchain,1-3,121919.0,1.0,1.0
28735,Hong Kong (S.A.R.),"Developer, full-stack",,,,1.0
28736,Samoa,"Developer, full-stack",,85620.0,,1.0
28737,Germany,"Developer, game or graphics",5-10,91295.0,3.0,0.0
28738,United States of America,System administrator,5-10,98000.0,3.0,0.0
28739,Hong Kong (S.A.R.),"Developer, full-stack",,,,0.0
28740,New Zealand,Scientist,,98331.0,,0.0
28741,Thailand,"Developer, back-end",20-30,163481.0,6.0,1.0
28742,United States of America,Data scientist or machine learning specialist,,115000.0,,0.0
28743,Singapore,"Developer, back-end",1-3,73915.0,1.0,1.0
28744,Australia,"Developer, full-stack",,,,1.0
28745,Colombia,"Developer, full-stack",5-10,20187.0,3.0,1.0
28746,United States of America,"Developer, back-end",20-30,,6.0,1.0
28747,Italy,"Developer, desktop or enterprise applications",20-30,22555.0,6.0,1.0
28748,United States of America,"Developer, embedded applications or devices",30+,149000.0,7.0,0.0
28749,Egypt,"Developer, back-end",,,,1.0
28750,Maldives,Data or business analyst,5-10,13246.0,3.0,1.0
28751,United States of America,Student,,,,0.0
28752,United States of America,"Developer, back-end",15-20,,5.0,1.0
28753,Canada,"Developer, full-stack",,,,1.0
28754,Australia,Student,,,,0.0
28755,Australia,Other (please specify):,20-30,83904.0,6.0,1.0
28756,United States of America,"Developer, back-end",1-3,130000.0,1.0,0.0
28757,Egypt,"Developer, mobile",,,,1.0
28758,Australia,System administrator,5-10,51531.0,3.0,1.0
28759,Colombia,"Developer, QA or test",,,,1.0
28760,India,Data scientist or machine learning specialist,,,,1.0
28761,Canada,"Engineer, site reliability",,130847.0,,1.0
28762,Viet Nam,"Developer, back-end",,,,0.0
28763,Malaysia,"Developer, full-stack",,,,1.0
28764,United States of America,Student,,,,1.0
28765,Canada,"Developer, full-stack",20-30,87231.0,6.0,1.0
28766,India,Student,,,,1.0
28767,United Kingdom of Great Britain and Northern Ireland,Cloud infrastructure engineer,10-15,45860.0,4.0,1.0
28768,Guinea-Bissau,Student,,,,1.0
28769,United States of America,"Developer, embedded applications or devices",,120000.0,,0.0
28770,"Venezuela, Bolivarian Republic of...",Student,,,,0.0
28771,Maldives,"Developer, full-stack",15-20,15583.0,5.0,0.0
28772,United States of America,"Developer, back-end",5-10,175000.0,3.0,0.0
28773,Taiwan,Student,,,,1.0
28774,Mexico,"Developer, full-stack",3-5,30135.0,2.0,1.0
28775,India,Student,,,,0.0
28776,India,"Developer, back-end",,37087.0,,0.0
28777,Bangladesh,Student,,,,1.0
28778,United States of America,,,,,0.0
28779,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
28780,China,"Developer, game or graphics",,,,0.0
28781,Indonesia,"Developer, back-end",5-10,36799.0,3.0,1.0
28782,India,"Developer, full-stack",,,,1.0
28783,Ukraine,"Developer, back-end",20-30,,6.0,0.0
28784,Russian Federation,"Developer, back-end",15-20,33613.0,5.0,1.0
28785,Bolivia,"Developer, full-stack",1-3,,1.0,1.0
28786,India,"Developer, full-stack",1-3,4785.0,1.0,1.0
28787,India,Student,,,,1.0
28788,Brazil,"Developer, back-end",5-10,28644.0,3.0,1.0
28789,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",,95541.0,,0.0
28790,Pakistan,"Developer, full-stack",3-5,,2.0,0.0
28791,India,"Developer, full-stack",,,,1.0
28792,United States of America,"Developer, embedded applications or devices",,,,1.0
28793,Germany,"Developer, back-end",,,,1.0
28794,Russian Federation,Student,,,,1.0
28795,Nigeria,"Developer, full-stack",,,,1.0
28796,United States of America,"Developer, back-end",15-20,,5.0,1.0
28797,United States of America,Cloud infrastructure engineer,5-10,,3.0,1.0
28798,Uruguay,Cloud infrastructure engineer,3-5,70679.0,2.0,1.0
28799,India,Student,,,,1.0
28800,Russian Federation,"Developer, front-end",,13445.0,,1.0
28801,India,"Developer, back-end",1-3,,1.0,1.0
28802,India,Student,,,,0.0
28803,Latvia,"Developer, full-stack",20-30,,6.0,1.0
28804,Kenya,"Developer, back-end",3-5,15349.0,2.0,1.0
28805,Brazil,Other (please specify):,15-20,,5.0,1.0
28806,Thailand,Academic researcher,,,,1.0
28807,Malaysia,"Developer, full-stack",3-5,8899.0,2.0,1.0
28808,United States of America,"Developer, back-end",10-15,165000.0,4.0,1.0
28809,Canada,"Developer, full-stack",,43616.0,,1.0
28810,United States of America,Student,,,,0.0
28811,United States of America,"Developer, back-end",15-20,110000.0,5.0,0.0
28812,Viet Nam,Student,,,,1.0
28813,United States of America,Engineering manager,,,,1.0
28814,United States of America,Engineering manager,20-30,,6.0,0.0
28815,Thailand,"Developer, full-stack",5-10,24522.0,3.0,1.0
28816,Colombia,"Developer, front-end",,16402.0,,1.0
28817,India,Student,,,,0.0
28818,India,Data engineer,3-5,12777.0,2.0,1.0
28819,Russian Federation,Other (please specify):,20-30,22409.0,6.0,1.0
28820,Indonesia,"Developer, mobile",5-10,,3.0,1.0
28821,Australia,"Developer, front-end",15-20,,5.0,0.0
28822,India,"Developer, full-stack",,,,1.0
